Filename,slug,title,subtitle,description,date,client,firm,author,status,category,category_alt,discipline,project_type,type,image_source_dir_name,image_path,hero_image,left_images,right_images,
macromedia,balance-table,Briggo Coffee Kiosk,A subtitle,A short description,Mon Apr 27 2020 17:00:00 GMT-0700 (Pacific Daylight Time),Briggo,fuse project,Gregory Cowley,draft,design,Unused,Discipline,Project Type,Component,Macromedia,/projects/Macromedia,projects/Macromedia/Macromedia-top-196_mc3ezv,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
motorola,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,Motorola,/projects/Motorola,projects/Motorola/Motorola-top-98_m9e3fb,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
mpps,mpps,MPPS: The Mobile Phone Photo Show,A subtitle,Urna sociosqu quam ad scelerisque facilisi dapibus arcu lacinia, nullam torquent lectus semper sem lacus rhoncus integer, cubilia consequat nibh dignissim mollis ipsum eu. Nisi fames semper dis id tellus ut, sociosqu integer sollicitudin fringilla senectus eros cum, ornare mi nibh tortor facilisi. Venenatis semper lacus sagittis suspendisse sem tincidunt dolor fames, ad natoque sociis magna a tempus aptent curabitur proin, porta ipsum elementum hendrerit duis cras euismod.,Mon Apr 27 2020 17:00:00 GMT-0700 (Pacific Daylight Time),undefined,undefined,Gregory Cowley,undefined,design,undefined,undefined,undefined,undefined,undefined,undefined,/images/portfolio/2020-portfolio/2020-portfolio.020.png,undefined,undefined,
nikeskateboarding,balance-table,Balance Table,A subtitle,A short description,Mon Apr 27 2020 17:00:00 GMT-0700 (Pacific Daylight Time),null,null,Gregory Cowley,draft,design,Unused,Discipline,Project Type,Component,NikeSkateboarding,/projects/NikeSkateboarding,projects/NikeSkateboarding/NikeSkateboarding-top-214_qleth8,[object Object],[object Object],[object Object],[object Object],[object Object],
openwave,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,Openwave,/projects/Openwave,projects/Openwave/Openwave-top-223_kahckm,[object Object],[object Object],[object Object],[object Object],[object Object],
opesadvisors,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,OpesAdvisors,/projects/OpesAdvisors,projects/OpesAdvisors/OpesAdvisors-top-122_whsjr5,[object Object],[object Object],[object Object],[object Object],
ouya,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,Ouya,/projects/Ouya,projects/Ouya/Ouya-top-102_pd8rjb,[object Object],[object Object],[object Object],
pbsmediaplayer,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,PBSMediaPlayer,/projects/PBSMediaPlayer,projects/PBSMediaPlayer/PBSMediaPlayer-top-274_vvuzbl,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
photoworks,balance-table,Balance Table,A subtitle,A short description,Mon Apr 27 2020 17:00:00 GMT-0700 (Pacific Daylight Time),null,null,Gregory Cowley,draft,design,Unused,Discipline,Project Type,Component,Photoworks,/projects/Photoworks,projects/Photoworks/Photoworks-top-258_j5bhdu,[object Object],[object Object],[object Object],[object Object],[object Object],
quicktime,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,Quicktime,/projects/Quicktime,projects/Quicktime/Quicktime-top-142_qpb2gl,[object Object],[object Object],[object Object],[object Object],
razorfish,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,Razorfish,/projects/Razorfish,projects/Razorfish/Razorfish-top-117_nrhpbg,[object Object],[object Object],[object Object],[object Object],[object Object],
rocketlawyer,balance-table,Balance Table,A subtitle,A short description,Mon Apr 27 2020 17:00:00 GMT-0700 (Pacific Daylight Time),null,null,Gregory Cowley,draft,design,Unused,Discipline,Project Type,Component,RocketLawyer,/projects/RocketLawyer,projects/RocketLawyer/RocketLawyer-top-237_gb1kop,[object Object],[object Object],[object Object],[object Object],
rxgallery,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,RXGallery,/projects/RXGallery,projects/RXGallery/RXGallery-top-01_utszqm,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
safariu,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,SafariU,/projects/SafariU,projects/SafariU/SafariU-top-229_higgx0,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
spcontrols,balance-table,Balance Table,A subtitle,A short description,Mon Apr 27 2020 17:00:00 GMT-0700 (Pacific Daylight Time),null,null,Gregory Cowley,draft,design,Unused,Discipline,Project Type,Component,SPControls,/projects/SPControls,projects/SPControls/SPControls-top-185_raljju,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
thesak,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,TheSak,/projects/TheSak,projects/TheSak/TheSak-top-74_bqi9je,[object Object],[object Object],[object Object],[object Object],[object Object],
thetestproject,the-test-project,The TEST:Project,A subtitle,Urna sociosqu quam ad scelerisque facilisi dapibus arcu lacinia, nullam torquent lectus semper sem lacus rhoncus integer, cubilia consequat nibh dignissim mollis ipsum eu. Nisi fames semper dis id tellus ut, sociosqu integer sollicitudin fringilla senectus eros cum, ornare mi nibh tortor facilisi. Venenatis semper lacus sagittis suspendisse sem tincidunt dolor fames, ad natoque sociis magna a tempus aptent curabitur proin, porta ipsum elementum hendrerit duis cras euismod.,Mon Apr 27 2020 17:00:00 GMT-0700 (Pacific Daylight Time),Client Name,Firm Name,Gregory Cowley,draft,design,Unused,Discipline,Project Type,Component,TheTESTProject,/projects/TheTESTProject,projects/TheTESTProject/TheTESTProject-top-54_xzbfjb,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
transcinema,transcinema,Transcinema,An International New Media Festival Based in San Francisco,Create an audience and appreciation of a global group of new media artists. Appreciation of the arts is an acquired taste. The public needs to be educated on the importance of these experiences and the enjoyment these experiences can bring. Once a looks certain level of mainstream awareness is achieved dinner is opportunity for artists to support themselves.,Mon Apr 27 2020 17:00:00 GMT-0700 (Pacific Daylight Time),Client Name,Firm Name,Gregory Cowley,draft,design,Unused,Discipline,Project Type,Component,2020-portfolio,/projects/2020-portfolio,/images/portfolio/2020-portfolio/2020-portfolio.001.png,[object Object],[object Object],[object Object],[object Object],
voicebase,voicebase,Developer Portal,A subtitle,A short description,20190000,Voicebase,,Gregory Cowley,draft,design,Unused,Engineer,Project Type,Component,Voicebase,/projects/Voicebase,projects/Voicebase/Voicebase-top-34_jjewrl,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
wantedsanta,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,WantedSanta,/projects/WantedSanta,projects/WantedSanta/WantedSanta-top-248_yi27w9,[object Object],[object Object],[object Object],[object Object],
wineries,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,Wineries,/projects/Wineries,projects/Wineries/Wineries-top-15_nkawql,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
zephyros,project-slug,Project Name,A subtitle,A short description,20190000,Client Name,Firm Name,Gregory Cowley,draft,Category Name,Unused,Discipline,Project Type,Component,Zephyros,/projects/Zephyros,projects/Zephyros/Zephyros-top-31_dmugne,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],
0_role,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
1_skills,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
2_experience,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
3_education,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
clients,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
tools,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
contact-info,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
head-info,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sp-index-1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sp-index-2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sp-index-3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
